begin,end,sub
1496587560,1496587680,2.0
1496593380,1496593500,2.0
1496593740,1496593860,2.0
1496593980,1496594100,2.0
1496595960,1496596080,2.0
1496598660,1496598780,2.0
1496606760,1496606880,2.0
1496608980,1496609100,2.0
1496610540,1496610660,2.0
1496615880,1496616000,2.0
1496622180,1496622300,2.0
1496627820,1496627940,2.0
1496631000,1496631120,2.0
1496631240,1496631360,2.0
1496639700,1496639940,4.0
1496641560,1496641680,2.0
1496641680,1496641800,2.0
1496642160,1496642280,2.0
1496644980,1496645100,2.0
1496647380,1496647500,2.0
1496650980,1496651100,2.0
1496652840,1496652960,2.0
1496653560,1496653680,2.0
1496655360,1496655480,2.0
1496656260,1496656380,2.0
1496665440,1496665560,2.0
1496673660,1496673780,2.0
1496676120,1496676240,2.0
1496679540,1496679660,2.0
1496681700,1496681820,2.0
1496683380,1496683500,2.0
1496689800,1496689920,2.0
1496690760,1496690880,2.0
1496692740,1496692860,2.0
1496693880,1496694000,2.0
1496696280,1496696400,2.0
1496697840,1496697960,2.0
1496700540,1496700660,2.0
1496700720,1496700840,2.0
1496701380,1496701500,2.0
1496702760,1496702880,2.0
1496706000,1496706120,2.0
1496708460,1496708580,2.0
1496710440,1496710560,2.0
1496712960,1496713080,2.0
1496715420,1496715540,2.0
1496721000,1496721120,2.0
1496722740,1496722860,2.0
1496725200,1496725320,2.0
1496726220,1496726340,2.0
1496726580,1496726700,2.0
1496734620,1496734740,2.0
1496739120,1496739240,2.0
1496743620,1496743740,2.0
1496746800,1496746920,2.0
1496748060,1496748180,2.0
1496748780,1496748900,2.0
1496749500,1496749620,2.0
1496749920,1496750040,2.0
1496750640,1496750760,2.0
1496751600,1496751720,2.0
1496752500,1496752620,2.0
1496757660,1496757780,2.0
1496760240,1496760360,2.0
1496760600,1496760720,2.0
1496760840,1496760960,2.0
1496763540,1496763660,2.0
1496766600,1496766720,2.0
1496767560,1496767680,2.0
1496769660,1496769780,2.0
1496770140,1496770260,2.0
1496791200,1496791320,2.0
1496800440,1496800560,2.0
1496802300,1496802420,2.0
1496806080,1496806200,2.0
1496808120,1496808240,2.0
1496809680,1496809800,2.0
1496813640,1496813760,2.0
1496815380,1496815500,2.0
1496817480,1496817600,2.0
1496822040,1496822160,2.0
1496823240,1496823360,2.0
1496823480,1496823600,2.0
1496824020,1496824140,2.0
1496826960,1496827080,2.0
1496832660,1496832780,2.0
1496836620,1496836740,2.0
1496838900,1496839020,2.0
1496841720,1496841840,2.0
1496843640,1496843760,2.0
1496845980,1496846100,2.0
1496846100,1496846220,2.0
1496846640,1496846760,2.0
1496847960,1496848080,2.0
1496852100,1496852220,2.0
1496853000,1496853120,2.0
1496859780,1496859900,2.0
1496860560,1496860680,2.0
1496863140,1496863260,2.0
1496863920,1496864040,2.0
1496868840,1496868960,2.0
1496870820,1496870940,2.0
1496874060,1496874180,2.0
1496874240,1496874360,2.0
1496876040,1496876160,2.0
1496876280,1496876400,2.0
1496877840,1496877960,2.0
1496881140,1496881260,2.0
1496883660,1496883780,2.0
1496890260,1496890380,2.0
1496897640,1496897760,2.0
1496897940,1496898060,2.0
1496900640,1496900760,2.0
1496901660,1496901780,2.0
1496901960,1496902080,2.0
1496903400,1496903520,2.0
1496904300,1496904420,2.0
1496906880,1496907000,2.0
1496910720,1496910840,2.0
1496915940,1496916060,2.0
1496920500,1496920620,2.0
1496923320,1496923440,2.0
1496923440,1496923560,2.0
1496925540,1496925660,2.0
1496925780,1496925900,2.0
1496926020,1496926140,2.0
1496930880,1496931000,2.0
1496931120,1496931240,2.0
1496933460,1496933580,2.0
1496950620,1496950740,2.0
1496952600,1496952720,2.0
1496955360,1496955480,2.0
1496965860,1496965980,2.0
1496967900,1496968020,2.0
1496968200,1496968320,2.0
1496968500,1496968620,2.0
1496974920,1496975040,2.0
1496976540,1496976660,2.0
1496982720,1496982840,2.0
1496983860,1496983980,2.0
1496985300,1496985420,2.0
1496990940,1496991120,3.0
1496995080,1496995200,2.0
1496995260,1496995380,2.0
1496996220,1496996340,2.0
1496996940,1496997060,2.0
1496998560,1496998680,2.0
1496998680,1496998800,2.0
1497000540,1497000660,2.0
1497004560,1497004680,2.0
1497004800,1497004920,2.0
1497007200,1497007320,2.0
1497007740,1497007860,2.0
1497014460,1497014580,2.0
1497029040,1497029160,2.0
1497043740,1497043860,2.0
1497044520,1497044640,2.0
1497048420,1497048540,2.0
1497054060,1497054180,2.0
1497054540,1497054660,2.0
1497058680,1497058800,2.0
1497058920,1497059040,2.0
1497059580,1497059700,2.0
1497061680,1497061800,2.0
1497062340,1497062460,2.0
1497064140,1497064320,3.0
1497065820,1497066000,3.0
1497069480,1497069600,2.0
1497069960,1497070080,2.0
1497071460,1497071580,2.0
1497071820,1497071940,2.0
1497072060,1497072180,2.0
1497073200,1497073320,2.0
1497073380,1497073500,2.0
1497079920,1497080040,2.0
1497080340,1497080460,2.0
1497081300,1497081420,2.0
1497084720,1497084900,3.0
1497091080,1497091200,2.0
1497092760,1497092880,2.0
1497094380,1497094500,2.0
1497094500,1497094620,2.0
1497095940,1497096060,2.0
1497098280,1497098400,2.0
1497101640,1497101760,2.0
1497102000,1497102120,2.0
1497103920,1497104040,2.0
1497106080,1497106200,2.0
1497108360,1497108480,2.0
1497109320,1497109440,2.0
1497109920,1497110040,2.0
1497111720,1497111840,2.0
1497111900,1497112020,2.0
1497118080,1497118200,2.0
1497118560,1497118680,2.0
1497119820,1497119940,2.0
1497120720,1497120900,3.0
1497122160,1497122280,2.0
1497123120,1497123240,2.0
1497126840,1497126960,2.0
1497127140,1497127260,2.0
1497127560,1497127680,2.0
1497130500,1497130620,2.0
1497131340,1497131460,2.0
1497135660,1497135780,2.0
1497138900,1497139020,2.0
1497139200,1497139320,2.0
1497141300,1497141420,2.0
1497142320,1497142440,2.0
1497143520,1497143640,2.0
1497149580,1497150000,7.0
1497150060,1497150180,2.0
1497150480,1497150600,2.0
1497150900,1497151020,2.0
1497151500,1497151620,2.0
1497156300,1497156420,2.0
1497157020,1497157140,2.0
1497157920,1497158040,2.0
1497160740,1497160860,2.0
1497166200,1497166320,2.0
1497166380,1497166500,2.0
1497168000,1497168120,2.0
1497169680,1497169800,2.0
1497172380,1497172500,2.0
1497173460,1497173580,2.0
1497175260,1497175380,2.0
1497176040,1497176160,2.0
1497178440,1497178560,2.0
1497179280,1497179400,2.0
1497190500,1497190620,2.0
1497191040,1497191160,2.0
1497192360,1497192480,2.0
1497192660,1497192780,2.0
1497193080,1497193200,2.0
1497193920,1497194040,2.0
1497195000,1497195120,2.0
1497195960,1497196080,2.0
1497197760,1497197880,2.0
1497200520,1497200640,2.0
1497201480,1497201600,2.0
1497204360,1497204480,2.0
1497207180,1497207300,2.0
1497209640,1497209760,2.0
1497212880,1497213000,2.0
1497219540,1497219660,2.0
1497221460,1497221580,2.0
1497223260,1497223380,2.0
1497226740,1497226860,2.0
1497227580,1497227700,2.0
1497228600,1497228720,2.0
1497232260,1497232380,2.0
1497235500,1497235620,2.0
1497236160,1497236280,2.0
1497236940,1497237060,2.0
1497239760,1497239880,2.0
1497240420,1497240540,2.0
1497240540,1497240660,2.0
1497241080,1497241200,2.0
1497241320,1497241440,2.0
1497242160,1497242280,2.0
1497249960,1497250080,2.0
1497250980,1497251160,3.0
1497258540,1497258660,2.0
1497260100,1497260220,2.0
1497266220,1497266340,2.0
1497267480,1497267600,2.0
1497271860,1497271980,2.0
1497272460,1497272580,2.0
1497274380,1497274500,2.0
1497276300,1497276480,3.0
1497279720,1497279840,2.0
1497282360,1497282480,2.0
1497284520,1497284640,2.0
1497289620,1497289740,2.0
1497295980,1497296100,2.0
1497297900,1497298020,2.0
1497298920,1497299040,2.0
1497300840,1497301020,3.0
1497308340,1497308460,2.0
1497308880,1497309000,2.0
1497314040,1497314160,2.0
1497314880,1497315000,2.0
1497323580,1497323700,2.0
1497323820,1497323940,2.0
1497324720,1497324840,2.0
1497325140,1497325260,2.0
1497325920,1497326040,2.0
1497327660,1497327780,2.0
1497332400,1497332520,2.0
1497334740,1497334860,2.0
1497334980,1497335100,2.0
1497338760,1497338880,2.0
1497340620,1497340740,2.0
1497344640,1497344760,2.0
1497344880,1497345000,2.0
1497349680,1497349800,2.0
1497353220,1497353340,2.0
1497354120,1497354240,2.0
1497356280,1497356400,2.0
1497357780,1497357900,2.0
1497358260,1497358380,2.0
1497359880,1497360000,2.0
1497366420,1497366540,2.0
1497367200,1497367320,2.0
1497369480,1497369600,2.0
1497371580,1497371700,2.0
1497374880,1497375000,2.0
1497376200,1497376320,2.0
1497376440,1497376560,2.0
1497377220,1497377340,2.0
1497377760,1497377880,2.0
1497381240,1497381360,2.0
1497381540,1497381660,2.0
1497382080,1497382200,2.0
1497382200,1497382320,2.0
1497389340,1497389460,2.0
1497391620,1497391740,2.0
1497392340,1497392460,2.0
1497393720,1497393840,2.0
1497393900,1497394020,2.0
1497395160,1497395280,2.0
1497401100,1497401220,2.0
1497404580,1497404700,2.0
1497405000,1497405120,2.0
1497405360,1497405480,2.0
1497405960,1497406080,2.0
1497406680,1497406800,2.0
1497407340,1497407460,2.0
1497409800,1497409920,2.0
1497412680,1497412800,2.0
1497414180,1497414300,2.0
1497414480,1497414600,2.0
1497417060,1497417240,3.0
1497418380,1497418500,2.0
1497418740,1497418920,3.0
1497421380,1497421500,2.0
1497423600,1497423720,2.0
1497424260,1497424380,2.0
1497424980,1497425100,2.0
1497426540,1497426660,2.0
1497428220,1497428340,2.0
1497430080,1497430200,2.0
1497430800,1497430920,2.0
1497431820,1497431940,2.0
1497434880,1497435000,2.0
1497435120,1497435240,2.0
1497439140,1497439260,2.0
1497440280,1497440400,2.0
1497442020,1497442140,2.0
1497443160,1497443280,2.0
1497443940,1497444060,2.0
1497445500,1497445620,2.0
1497445800,1497445920,2.0
1497447060,1497447180,2.0
1497449100,1497449220,2.0
1497450360,1497450480,2.0
1497455280,1497455400,2.0
1497456540,1497456660,2.0
1497456960,1497457080,2.0
1497457680,1497457800,2.0
1497458220,1497458340,2.0
1497467700,1497467820,2.0
1497470100,1497470220,2.0
1497470400,1497470520,2.0
1497471360,1497471480,2.0
1497472740,1497472860,2.0
1497479040,1497479160,2.0
1497480060,1497480180,2.0
1497482760,1497482880,2.0
1497483720,1497483840,2.0
1497484980,1497485100,2.0
1497488460,1497488580,2.0
1497491880,1497492000,2.0
1497492780,1497492900,2.0
1497494820,1497494940,2.0
1497497520,1497497640,2.0
1497498120,1497498240,2.0
1497498360,1497498480,2.0
1497498480,1497498600,2.0
1497499080,1497499200,2.0
1497503220,1497503340,2.0
1497507120,1497507240,2.0
1497510960,1497511080,2.0
1497519540,1497519660,2.0
1497519660,1497519780,2.0
1497521700,1497521820,2.0
1497522000,1497522120,2.0
1497522780,1497522900,2.0
1497525060,1497525180,2.0
1497526440,1497526560,2.0
1497529020,1497529140,2.0
1497530040,1497530160,2.0
1497532560,1497532680,2.0
1497532800,1497532920,2.0
1497533760,1497533880,2.0
1497537480,1497537600,2.0
1497537780,1497537900,2.0
1497539940,1497540060,2.0
1497545520,1497545640,2.0
1497550620,1497550740,2.0
1497552840,1497552960,2.0
1497553200,1497553320,2.0
1497553800,1497553920,2.0
1497553980,1497554100,2.0
1497554460,1497554580,2.0
1497555120,1497555240,2.0
1497559020,1497559140,2.0
1497565140,1497565260,2.0
1497568140,1497568260,2.0
1497568620,1497568740,2.0
1497569340,1497569460,2.0
1497571200,1497571320,2.0
1497571860,1497571980,2.0
1497572160,1497572280,2.0
1497573480,1497573600,2.0
1497574500,1497574620,2.0
1497576060,1497576180,2.0
1497577080,1497577200,2.0
1497581460,1497581580,2.0
1497582420,1497582540,2.0
1497583620,1497583740,2.0
1497586020,1497586140,2.0
1497592200,1497592320,2.0
1497595080,1497595200,2.0
1497596820,1497596940,2.0
1497599580,1497599700,2.0
1497603780,1497603900,2.0
1497604200,1497604320,2.0
1497606540,1497606660,2.0
1497607320,1497607440,2.0
1497607620,1497607740,2.0
1497608460,1497608580,2.0
1497612000,1497612120,2.0
1497613140,1497613260,2.0
1497620280,1497620400,2.0
1497621780,1497621960,3.0
1497622260,1497622380,2.0
1497623100,1497623220,2.0
1497629700,1497629820,2.0
1497630060,1497630180,2.0
1497633000,1497633120,2.0
1497635280,1497635460,3.0
1497638760,1497638880,2.0
1497643800,1497643920,2.0
1497645180,1497645300,2.0
1497645540,1497645660,2.0
1497649500,1497649620,2.0
1497650520,1497650640,2.0
1497650700,1497650820,2.0
1497657480,1497657600,2.0
1497658260,1497658440,3.0
1497659520,1497659640,2.0
1497662820,1497662940,2.0
1497665940,1497666060,2.0
1497666300,1497666420,2.0
1497669480,1497669600,2.0
1497669840,1497669960,2.0
1497671880,1497672000,2.0
1497675840,1497675960,2.0
1497677700,1497677820,2.0
1497678060,1497678180,2.0
1497685140,1497685260,2.0
1497685980,1497686100,2.0
1497693060,1497693240,3.0
1497695280,1497695400,2.0
1497695400,1497695520,2.0
1497696180,1497696300,2.0
1497699420,1497699540,2.0
1497701220,1497701340,2.0
1497705600,1497705720,2.0
1497708360,1497708480,2.0
1497711600,1497711720,2.0
1497712740,1497712860,2.0
1497714060,1497714180,2.0
1497715320,1497715440,2.0
1497716340,1497716460,2.0
1497719160,1497719280,2.0
1497723240,1497723360,2.0
1497723420,1497723540,2.0
1497725280,1497725400,2.0
1497727260,1497727380,2.0
1497728940,1497729060,2.0
1497732120,1497732240,2.0
1497733260,1497733380,2.0
1497737700,1497737820,2.0
1497737880,1497738000,2.0
1497739260,1497739380,2.0
1497739980,1497740100,2.0
1497740460,1497740580,2.0
1497742320,1497742500,3.0
1497742980,1497743100,2.0
1497743580,1497743700,2.0
1497746820,1497746940,2.0
1497746940,1497747060,2.0
1497748320,1497748440,2.0
1497750840,1497750960,2.0
1497751320,1497751440,2.0
1497752340,1497752460,2.0
1497753120,1497753240,2.0
1497753480,1497753600,2.0
1497753900,1497754020,2.0
1497754380,1497754500,2.0
1497758460,1497758580,2.0
1497763380,1497763500,2.0
1497765960,1497766080,2.0
1497778680,1497778800,2.0
1497778860,1497778980,2.0
1497786720,1497786840,2.0
1497787140,1497787260,2.0
1497794040,1497794160,2.0
1497794640,1497794760,2.0
1497796560,1497796680,2.0
1497796740,1497796860,2.0
1497797580,1497797700,2.0
1497801540,1497801660,2.0
1497801900,1497802080,3.0
1497805320,1497805440,2.0
1497806340,1497806460,2.0
1497812940,1497813060,2.0
1497813900,1497814020,2.0
1497815160,1497815280,2.0
1497815340,1497815460,2.0
1497830280,1497830460,3.0
1497831600,1497831720,2.0
1497834480,1497834600,2.0
1497837300,1497837420,2.0
1497837780,1497837900,2.0
1497838920,1497839040,2.0
1497840060,1497840180,2.0
1497842100,1497842220,2.0
1497843540,1497843660,2.0
1497844560,1497844680,2.0
1497844980,1497845100,2.0
1497847380,1497847500,2.0
1497848460,1497848580,2.0
1497849240,1497849360,2.0
1497851520,1497851640,2.0
1497851940,1497852060,2.0
1497852540,1497852660,2.0
1497857160,1497857280,2.0
1497859020,1497859140,2.0
1497863820,1497863940,2.0
1497866340,1497866460,2.0
1497866460,1497866580,2.0
1497866580,1497866700,2.0
1497870060,1497870180,2.0
1497871080,1497871200,2.0
1497871440,1497871560,2.0
1497872520,1497872640,2.0
1497873480,1497873600,2.0
1497875880,1497876000,2.0
1497876960,1497877080,2.0
1497877140,1497877260,2.0
1497878700,1497878820,2.0
1497879120,1497879240,2.0
1497879240,1497879360,2.0
1497888900,1497889020,2.0
1497889800,1497889920,2.0
1497889920,1497890040,2.0
1497893640,1497893760,2.0
1497894420,1497894540,2.0
1497896160,1497896280,2.0
1497898260,1497898380,2.0
1497900600,1497900720,2.0
1497901260,1497901380,2.0
1497901380,1497901500,2.0
1497902880,1497903000,2.0
1497904620,1497904740,2.0
1497907980,1497908100,2.0
1497909060,1497909180,2.0
1497917100,1497917220,2.0
1497918600,1497918720,2.0
1497920520,1497920700,3.0
1497924360,1497924480,2.0
1497924900,1497925080,3.0
1497925560,1497925680,2.0
1497925740,1497925860,2.0
1497926580,1497926700,2.0
1497926820,1497926940,2.0
1497928140,1497928260,2.0
1497934440,1497934560,2.0
1497938280,1497938400,2.0
1497938580,1497938700,2.0
1497939600,1497939720,2.0
1497943080,1497943200,2.0
1497943440,1497943560,2.0
1497943860,1497943980,2.0
1497944160,1497944280,2.0
1497945720,1497945840,2.0
1497946500,1497946620,2.0
1497946920,1497947040,2.0
1497949080,1497949200,2.0
1497950640,1497950760,2.0
1497951540,1497951660,2.0
1497952500,1497952620,2.0
1497954420,1497954540,2.0
1497956160,1497956280,2.0
1497960060,1497960180,2.0
1497961500,1497961620,2.0
1497965520,1497965640,2.0
1497968940,1497969060,2.0
1497969240,1497969360,2.0
1497971580,1497971700,2.0
1497976140,1497976260,2.0
1497976260,1497976380,2.0
1497976800,1497976920,2.0
1497978060,1497978180,2.0
1497979440,1497979560,2.0
1497979680,1497979800,2.0
1497979860,1497979980,2.0
1497980400,1497980520,2.0
1497981720,1497981840,2.0
1497983040,1497983160,2.0
1497983520,1497983640,2.0
1497983880,1497984000,2.0
1497987480,1497987600,2.0
1497988980,1497989100,2.0
1497994380,1497994500,2.0
1497995460,1497995580,2.0
1497996180,1497996300,2.0
1497998280,1497998400,2.0
1497999780,1497999900,2.0
1498000500,1498000620,2.0
1498003380,1498003500,2.0
1498004220,1498004340,2.0
1498005840,1498005960,2.0
1498006800,1498006920,2.0
1498008180,1498008360,3.0
1498009020,1498009200,3.0
1498010820,1498010940,2.0
1498011960,1498012080,2.0
1498014840,1498014960,2.0
1498017660,1498017780,2.0
1498022520,1498022640,2.0
1498027560,1498027680,2.0
1498027980,1498028100,2.0
1498030020,1498030140,2.0
1498031040,1498031160,2.0
1498032840,1498032960,2.0
1498033200,1498033320,2.0
1498038060,1498038180,2.0
1498046400,1498046520,2.0
1498046940,1498047060,2.0
1498047120,1498047240,2.0
1498048260,1498048380,2.0
1498049640,1498049760,2.0
1498054020,1498054140,2.0
1498054980,1498055160,3.0
1498057920,1498058040,2.0
1498060440,1498060620,3.0
1498062660,1498062780,2.0
1498063740,1498063860,2.0
1498064040,1498064160,2.0
1498064820,1498064940,2.0
1498066560,1498066680,2.0
1498069980,1498070100,2.0
1498070100,1498070220,2.0
1498072500,1498072620,2.0
1498078140,1498078260,2.0
1498082040,1498082160,2.0
1498082160,1498082280,2.0
1498086540,1498086660,2.0
1498087440,1498087560,2.0
1498089540,1498089660,2.0
1498092300,1498092420,2.0
1498093800,1498093920,2.0
1498095240,1498095360,2.0
1498097880,1498098000,2.0
1498099200,1498099320,2.0
1498099560,1498099680,2.0
1498100100,1498100220,2.0
1498104720,1498104840,2.0
1498110780,1498110900,2.0
1498112700,1498112820,2.0
1498113060,1498113180,2.0
1498114440,1498114560,2.0
1498118040,1498118160,2.0
1498120080,1498120200,2.0
1498121160,1498121280,2.0
1498123740,1498123860,2.0
1498124580,1498124700,2.0
1498125120,1498125240,2.0
1498125360,1498125480,2.0
1498127100,1498127220,2.0
1498128300,1498128480,3.0
1498129140,1498129260,2.0
1498131060,1498131180,2.0
1498137480,1498137600,2.0
1498138620,1498138740,2.0
1498139100,1498139220,2.0
1498139460,1498139580,2.0
1498139640,1498139760,2.0
1498140420,1498140540,2.0
1498144560,1498144680,2.0
1498146360,1498146480,2.0
1498147020,1498147140,2.0
1498147260,1498147380,2.0
1498148220,1498148340,2.0
1498149960,1498150140,3.0
1498150980,1498151100,2.0
1498154100,1498154220,2.0
1498154460,1498154580,2.0
1498155660,1498155780,2.0
1498155780,1498155900,2.0
1498157220,1498157340,2.0
1498157460,1498157580,2.0
1498159140,1498159260,2.0
1498161300,1498161420,2.0
1498162560,1498162680,2.0
1498164000,1498164120,2.0
1498165080,1498165200,2.0
1498166700,1498166820,2.0
1498169640,1498169760,2.0
1498172460,1498172580,2.0
1498181460,1498181580,2.0
1498182480,1498182600,2.0
1498183680,1498183800,2.0
1498184340,1498184460,2.0
1498186260,1498186380,2.0
1498187100,1498187220,2.0
1498187520,1498187640,2.0
1498189860,1498189980,2.0
1498190160,1498190280,2.0
1498190880,1498191000,2.0
1498191300,1498191420,2.0
1498195740,1498195860,2.0
1498197480,1498197660,3.0
1498198680,1498198800,2.0
1498199520,1498199640,2.0
1498202040,1498202160,2.0
1498204200,1498204320,2.0
1498206900,1498207020,2.0
1498211400,1498211520,2.0
1498212420,1498212540,2.0
1498215120,1498215240,2.0
1498217460,1498217580,2.0
1498219020,1498219140,2.0
1498219380,1498219500,2.0
1498220460,1498220580,2.0
1498221540,1498221660,2.0
1498224000,1498224120,2.0
1498224420,1498224540,2.0
1498224960,1498225080,2.0
1498225260,1498225440,3.0
1498226760,1498226880,2.0
1498227540,1498227660,2.0
1498229400,1498229520,2.0
1498230300,1498230420,2.0
1498231140,1498231260,2.0
1498233840,1498233960,2.0
1498234980,1498235100,2.0
1498235940,1498236060,2.0
1498236300,1498236420,2.0
1498240560,1498240680,2.0
1498240800,1498240920,2.0
1498241760,1498241880,2.0
1498242240,1498242360,2.0
1498244580,1498244700,2.0
1498247700,1498247820,2.0
1498247820,1498247940,2.0
1498251660,1498251780,2.0
1498251840,1498251960,2.0
1498253760,1498253880,2.0
1498254900,1498255020,2.0
1498256520,1498256640,2.0
1498258320,1498258440,2.0
1498259640,1498259760,2.0
1498260120,1498260240,2.0
1498261620,1498261740,2.0
1498263240,1498263360,2.0
1498266780,1498266900,2.0
1498269420,1498269540,2.0
1498269840,1498269960,2.0
1498273320,1498273440,2.0
1498274220,1498274340,2.0
1498278900,1498279020,2.0
1498279200,1498279320,2.0
1498280640,1498280760,2.0
1498282740,1498282920,3.0
1498284300,1498284420,2.0
1498284840,1498284960,2.0
1498285140,1498285260,2.0
1498285500,1498285620,2.0
1498287300,1498287420,2.0
1498293420,1498293600,3.0
1498297620,1498297740,2.0
1498300740,1498300860,2.0
1498301760,1498301880,2.0
1498302300,1498302420,2.0
1498304100,1498304220,2.0
1498307340,1498307460,2.0
1498311540,1498311660,2.0
1498312320,1498312440,2.0
1498315320,1498315440,2.0
1498315560,1498315680,2.0
1498316160,1498316280,2.0
1498317540,1498317660,2.0
1498319760,1498319880,2.0
1498323000,1498323120,2.0
1498323720,1498323840,2.0
1498327740,1498327860,2.0
1498328520,1498328640,2.0
1498329120,1498329240,2.0
1498331520,1498331640,2.0
1498332900,1498333020,2.0
1498333380,1498333500,2.0
1498337580,1498337700,2.0
1498338000,1498338120,2.0
1498338840,1498338960,2.0
1498339380,1498339500,2.0
1498340280,1498340400,2.0
1498343100,1498343220,2.0
1498343640,1498343880,4.0
1498344060,1498344180,2.0
1498344180,1498344300,2.0
1498346160,1498346280,2.0
1498347300,1498347420,2.0
1498348380,1498348500,2.0
1498350240,1498350420,3.0
1498353180,1498353300,2.0
1498355220,1498355340,2.0
1498357440,1498357560,2.0
1498358340,1498358460,2.0
1498359180,1498359300,2.0
1498364460,1498364580,2.0
1498366500,1498366620,2.0
1498366680,1498366800,2.0
1498369260,1498369380,2.0
1498369620,1498369740,2.0
1498371000,1498371120,2.0
1498371240,1498371360,2.0
1498373580,1498373700,2.0
1498375680,1498375800,2.0
1498376100,1498376220,2.0
1498378800,1498378920,2.0
1498382340,1498382460,2.0
1498382760,1498382880,2.0
1498383120,1498383240,2.0
1498386780,1498386900,2.0
1498386960,1498387080,2.0
1498390560,1498390680,2.0
1498392600,1498392720,2.0
1498396620,1498396740,2.0
1498397880,1498398000,2.0
1498398240,1498398360,2.0
1498398960,1498399080,2.0
1498400940,1498401060,2.0
1498404720,1498404840,2.0
1498405800,1498405920,2.0
1498406580,1498406700,2.0
1498406700,1498406820,2.0
1498408500,1498408620,2.0
1498410420,1498410540,2.0
1498418820,1498418940,2.0
1498421400,1498421520,2.0
1498423260,1498423380,2.0
1498426320,1498426440,2.0
1498432920,1498433040,2.0
1498433340,1498433460,2.0
1498435260,1498435380,2.0
1498437420,1498437540,2.0
1498437960,1498438080,2.0
1498443480,1498443600,2.0
1498444920,1498445040,2.0
1498446300,1498446420,2.0
1498447380,1498447500,2.0
1498450920,1498451040,2.0
1498460820,1498460940,2.0
1498462800,1498462920,2.0
1498463220,1498463340,2.0
1498463460,1498463580,2.0
1498464060,1498464180,2.0
1498472820,1498472940,2.0
1498474020,1498474140,2.0
1498475160,1498475280,2.0
1498475400,1498475520,2.0
1498475880,1498476000,2.0
1498476180,1498476360,3.0
1498478400,1498478520,2.0
1498479180,1498479300,2.0
1498480080,1498480200,2.0
1498480560,1498480680,2.0
1498482120,1498482240,2.0
1498484520,1498484640,2.0
1498484760,1498484880,2.0
1498487520,1498487640,2.0
1498489740,1498489860,2.0
1498494420,1498494540,2.0
1498495800,1498495920,2.0
1498496520,1498496640,2.0
1498497420,1498497540,2.0
1498499160,1498499280,2.0
1498499400,1498499520,2.0
1498504080,1498504200,2.0
1498504380,1498504500,2.0
1498505640,1498505760,2.0
1498508160,1498508280,2.0
1498510260,1498510380,2.0
1498511100,1498511220,2.0
1498512540,1498512660,2.0
1498514940,1498515060,2.0
1498516020,1498516140,2.0
1498518300,1498518420,2.0
1498522200,1498522320,2.0
1498522920,1498523040,2.0
1498523340,1498523520,3.0
1498525080,1498525200,2.0
1498526160,1498526280,2.0
1498528440,1498528560,2.0
1498529640,1498529760,2.0
1498530900,1498531020,2.0
1498533000,1498533120,2.0
1498534320,1498534440,2.0
1498539840,1498539960,2.0
1498542060,1498542180,2.0
1498546680,1498546800,2.0
1498548060,1498548180,2.0
1498551900,1498552020,2.0
1498552020,1498552140,2.0
1498555860,1498555980,2.0
1498559400,1498559520,2.0
1498560420,1498560540,2.0
1498565100,1498565220,2.0
1498565940,1498566060,2.0
1498567440,1498567560,2.0
1498568280,1498568400,2.0
1498568760,1498568880,2.0
1498571700,1498571820,2.0
1498572660,1498572780,2.0
1498573440,1498573560,2.0
1498574340,1498574460,2.0
1498575240,1498575360,2.0
1498575540,1498575660,2.0
1498575960,1498576080,2.0
1498576140,1498576260,2.0
1498579200,1498579320,2.0
1498579680,1498579800,2.0
1498580460,1498580580,2.0
1498584600,1498584720,2.0
1498589040,1498589160,2.0
1498589520,1498589640,2.0
1498590120,1498590240,2.0
1498590540,1498590660,2.0
1498593600,1498593720,2.0
1498594800,1498594920,2.0
1498596420,1498596540,2.0
1498596600,1498596720,2.0
1498597860,1498597980,2.0
1498600260,1498600380,2.0
1498602360,1498602480,2.0
1498602480,1498602600,2.0
1498602900,1498603020,2.0
1498607880,1498608000,2.0
1498609020,1498609140,2.0
1498611000,1498611120,2.0
1498613460,1498613580,2.0
1498615080,1498615200,2.0
1498615260,1498615380,2.0
1498616520,1498616640,2.0
1498617720,1498617840,2.0
1498618440,1498618560,2.0
1498619940,1498620060,2.0
1498621980,1498622100,2.0
1498622460,1498622580,2.0
1498624380,1498624500,2.0
1498627560,1498627680,2.0
1498627860,1498627980,2.0
1498629780,1498629900,2.0
1498631760,1498631880,2.0
1498632420,1498632540,2.0
1498634160,1498634280,2.0
1498635540,1498635660,2.0
1498636200,1498636320,2.0
1498636440,1498636560,2.0
1498638840,1498638960,2.0
1498639200,1498639320,2.0
1498639500,1498639620,2.0
1498644840,1498644960,2.0
1498647360,1498647480,2.0
1498647600,1498647720,2.0
1498649580,1498649700,2.0
1498649820,1498649940,2.0
1498650240,1498650360,2.0
1498654440,1498654560,2.0
1498655100,1498655220,2.0
1498655580,1498655700,2.0
1498655700,1498655820,2.0
1498662480,1498662660,3.0
1498663140,1498663260,2.0
1498665720,1498665840,2.0
1498668300,1498668420,2.0
1498668480,1498668660,3.0
1498673400,1498673520,2.0
1498675020,1498675140,2.0
1498677780,1498677900,2.0
1498678200,1498678320,2.0
1498685160,1498685340,3.0
1498685520,1498685700,3.0
1498688460,1498688580,2.0
